50,0.0001850128173828125
50,3.409385681152344e-05
50,3.790855407714844e-05
50,3.2901763916015625e-05
50,6.365776062011719e-05
50,7.081031799316406e-05
50,6.151199340820312e-05
50,4.363059997558594e-05
50,3.9577484130859375e-05
50,4.0531158447265625e-05
50,0.00022745132446289062
50,3.24249267578125e-05
50,7.486343383789062e-05
50,4.673004150390625e-05
50,0.00018334388732910156
50,2.574920654296875e-05
50,5.054473876953125e-05
50,3.314018249511719e-05
50,7.724761962890625e-05
50,3.337860107421875e-05
50,7.271766662597656e-05
100,3.647804260253906e-05
150,0.0004634857177734375
200,4.839897155761719e-05
250,2.4318695068359375e-05
300,4.124641418457031e-05
400,5.555152893066406e-05
450,0.0001068115234375
500,6.0558319091796875e-05
550,1.6450881958007812e-05
600,0.00023603439331054688
650,6.29425048828125e-05
700,2.7179718017578125e-05
800,4.887580871582031e-05
850,1.9311904907226562e-05
900,2.6464462280273438e-05
950,3.790855407714844e-05
1000,1.7404556274414062e-05
1050,5.8650970458984375e-05
1100,1.6689300537109375e-05
1150,5.6743621826171875e-05
1200,5.2928924560546875e-05
50,7.033348083496094e-05
100,4.553794860839844e-05
150,3.4809112548828125e-05
200,5.7697296142578125e-05
250,3.361701965332031e-05
300,3.8623809814453125e-05
350,1.7881393432617188e-05
400,3.314018249511719e-05
450,1.8835067749023438e-05
500,3.314018249511719e-05
550,5.030632019042969e-05
600,3.814697265625e-05
650,6.341934204101562e-05
700,2.6941299438476562e-05
750,4.363059997558594e-05
800,3.504753112792969e-05
850,2.9802322387695312e-05
900,3.933906555175781e-05
950,2.384185791015625e-05
1000,5.555152893066406e-05
1050,1.9073486328125e-05
1100,4.100799560546875e-05
1150,4.458427429199219e-05
1200,2.574920654296875e-05
50,6.29425048828125e-05
100,5.8650970458984375e-05
150,2.6702880859375e-05
200,4.982948303222656e-05
250,3.528594970703125e-05
300,1.9073486328125e-05
350,0.0002989768981933594
400,3.170967102050781e-05
450,4.458427429199219e-05
500,2.1696090698242188e-05
550,2.288818359375e-05
650,2.6226043701171875e-05
700,1.7881393432617188e-05
750,3.337860107421875e-05
800,4.673004150390625e-05
900,2.0503997802734375e-05
950,2.8371810913085938e-05
1000,6.556510925292969e-05
1050,2.3603439331054688e-05
1100,8.0108642578125e-05
1150,8.463859558105469e-05
1200,4.863739013671875e-05
