29,0.00041031837463378906
35,0.00018644332885742188
38,0.00013303756713867188
41,0.00010156631469726562
44,0.00013184547424316406
47,0.00015425682067871094
50,0.00010704994201660156
53,0.00018310546875
56,0.00013566017150878906
59,0.00016832351684570312
62,0.00012564659118652344
65,0.00018453598022460938
68,0.00014328956604003906
71,0.00018286705017089844
74,0.00016045570373535156
77,0.00020360946655273438
80,0.00014472007751464844
83,0.00017976760864257812
86,0.00020456314086914062
89,0.0002040863037109375
92,0.0006511211395263672
95,0.0001933574676513672
98,0.000194549560546875
101,0.00019288063049316406
104,0.0001857280731201172
107,0.0002636909484863281
110,0.00024390220642089844
113,0.00021791458129882812
116,0.00021004676818847656
119,0.0002532005310058594
122,0.0003502368927001953
125,0.0002593994140625
128,0.0008807182312011719
131,0.00023436546325683594
134,0.0002307891845703125
137,0.00023365020751953125
140,0.00035381317138671875
143,0.00026535987854003906
146,0.00023317337036132812
149,0.00024890899658203125
152,0.00025582313537597656
155,0.0002772808074951172
158,0.00027871131896972656
161,0.00030303001403808594
164,0.0011241436004638672
167,0.0002734661102294922
170,0.00027179718017578125
173,0.0002918243408203125
176,0.0002961158752441406
179,0.0002815723419189453
182,0.0003876686096191406
185,0.0008554458618164062
188,0.0002894401550292969
32,0.0004718303680419922
38,0.00039124488830566406
44,0.0003998279571533203
47,0.0005536079406738281
50,0.0006899833679199219
53,0.0004200935363769531
56,0.0007603168487548828
59,0.000469207763671875
62,0.0005514621734619141
65,0.0003600120544433594
68,0.00048160552978515625
71,0.00036716461181640625
74,0.00037598609924316406
77,0.00028824806213378906
80,0.00038814544677734375
83,0.00030541419982910156
86,0.00029850006103515625
89,0.0002956390380859375
92,0.0003008842468261719
95,0.0010628700256347656
98,0.00023031234741210938
101,0.0003032684326171875
104,0.00025844573974609375
107,0.0002510547637939453
110,0.0002586841583251953
113,0.0002257823944091797
116,0.00023102760314941406
119,0.00024366378784179688
122,0.0002493858337402344
125,0.0002541542053222656
128,0.00022745132446289062
131,0.0008497238159179688
134,0.0002799034118652344
137,0.0002281665802001953
140,0.0001976490020751953
143,0.0002110004425048828
146,0.00021338462829589844
149,0.00021958351135253906
152,0.00021266937255859375
155,0.00037598609924316406
158,0.00023937225341796875
161,0.00024056434631347656
164,0.0003714561462402344
167,0.000209808349609375
170,0.0002200603485107422
173,0.00025010108947753906
176,0.0002315044403076172
179,0.00024056434631347656
182,0.00023317337036132812
185,0.00025534629821777344
188,0.006189823150634766
